Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
12,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4924.75,4936.75,2/5/2024 10:00:00 AM,2/5/2024 12:30:00 PM,Entry_Short,Stop loss,($60.00),($229.00),$0.00,$0.00,$0.00,$0.00,$0.00,$69.95,$4.95,$64.95,30,
13,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4953.25,4968.25,2/8/2024 2:25:00 PM,2/8/2024 3:50:00 PM,Entry_Long,Profit target,$75.00,($154.00),$0.00,$0.00,$0.00,$0.00,$0.00,$7.17,$100.81,$25.81,17,
14,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4940.00,4928.00,2/9/2024 10:05:00 AM,2/9/2024 10:55:00 AM,Entry_Long,Stop loss,($60.00),($214.00),$0.00,$0.00,$0.00,$0.00,$0.00,$80.05,$7.45,$67.45,10,
15,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4929.00,4940.10,2/13/2024 12:55:00 PM,2/13/2024 3:55:00 PM,Entry_Long,Exit on session close,$55.50,($158.50),$0.00,$0.00,$0.00,$0.00,$0.00,$19.19,$85.15,$29.65,36,
16,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4923.25,4911.25,2/14/2024 10:45:00 AM,2/14/2024 1:00:00 PM,Entry_Long,Stop loss,($60.00),($218.50),$0.00,$0.00,$0.00,$0.00,$0.00,$64.16,$13.48,$73.48,27,
17,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4977.75,4989.75,2/15/2024 10:25:00 AM,2/15/2024 12:45:00 PM,Entry_Short,Stop loss,($60.00),($278.50),$0.00,$0.00,$0.00,$0.00,$0.00,$76.54,$16.17,$76.17,28,
18,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4910.75,4925.75,2/16/2024 2:45:00 PM,2/16/2024 3:20:00 PM,Entry_Long,Profit target,$75.00,($203.50),$0.00,$0.00,$0.00,$0.00,$0.00,$21.36,$86.32,$11.32,7,
19,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4887.50,4875.50,2/19/2024 12:25:00 PM,2/19/2024 3:45:00 PM,Entry_Long,Stop loss,($60.00),($263.50),$0.00,$0.00,$0.00,$0.00,$0.00,$69.78,$24.14,$84.14,40,
20,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4868.75,4880.75,2/20/2024 10:10:00 AM,2/20/2024 12:30:00 PM,Entry_Short,Stop loss,($60.00),($323.50),$0.00,$0.00,$0.00,$0.00,$0.00,$78.14,$26.50,$86.50,28,
21,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5003.50,4988.50,2/23/2024 2:45:00 PM,2/23/2024 4:15:00 PM,Entry_Short,Profit target,$75.00,($248.50),$0.00,$0.00,$0.00,$0.00,$0.00,$8.91,$93.61,$18.61,18,
22,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5053.50,5038.50,2/27/2024 10:10:00 AM,2/27/2024 11:40:00 AM,Entry_Short,Profit target,$75.00,($173.50),$0.00,$0.00,$0.00,$0.00,$0.00,$18.30,$91.92,$16.92,18,
23,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5051.75,5039.75,2/29/2024 10:25:00 AM,2/29/2024 12:00:00 PM,Entry_Long,Stop loss,($60.00),($233.50),$0.00,$0.00,$0.00,$0.00,$0.00,$74.93,$23.40,$83.40,19,
24,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5084.00,5094.10,3/4/2024 10:25:00 AM,3/4/2024 1:45:00 PM,Entry_Long,Exit on session close,$50.50,($183.00),$0.00,$0.00,$0.00,$0.00,$0.00,$4.38,$51.07,$0.57,40,
25,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5151.50,5139.50,3/6/2024 1:50:00 PM,3/6/2024 3:30:00 PM,Entry_Long,Stop loss,($60.00),($243.00),$0.00,$0.00,$0.00,$0.00,$0.00,$73.67,$23.12,$83.12,20,
26,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5189.50,5184.40,3/8/2024 10:40:00 AM,3/8/2024 12:40:00 PM,Entry_Long,Exit on session close,($25.50),($268.50),$0.00,$0.00,$0.00,$0.00,$0.00,$35.74,$9.50,$35.00,24,
27,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5114.75,5126.75,3/14/2024 11:55:00 AM,3/14/2024 2:55:00 PM,Entry_Short,Stop loss,($60.00),($328.50),$0.00,$0.00,$0.00,$0.00,$0.00,$82.21,$9.35,$69.35,36,
28,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5247.50,5232.50,3/18/2024 12:00:00 PM,3/18/2024 1:45:00 PM,Entry_Short,Profit target,$75.00,($253.50),$0.00,$0.00,$0.00,$0.00,$0.00,$9.48,$96.72,$21.72,21,
29,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5132.75,5147.75,3/21/2024 12:10:00 PM,3/21/2024 2:35:00 PM,Entry_Long,Profit target,$75.00,($178.50),$0.00,$0.00,$0.00,$0.00,$0.00,$10.26,$99.69,$24.69,29,
30,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5080.25,5065.25,3/22/2024 11:40:00 AM,3/22/2024 12:00:00 PM,Entry_Short,Profit target,$75.00,($103.50),$0.00,$0.00,$0.00,$0.00,$0.00,$4.15,$99.65,$24.65,4,
31,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5048.25,5043.55,3/29/2024 1:10:00 PM,3/29/2024 2:15:00 PM,Entry_Short,Exit on session close,$23.50,($80.00),$0.00,$0.00,$0.00,$0.00,$0.00,$10.33,$25.38,$1.88,13,
32,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5082.25,5097.25,4/1/2024 10:15:00 AM,4/1/2024 10:35:00 AM,Entry_Long,Profit target,$75.00,($5.00),$0.00,$0.00,$0.00,$0.00,$0.00,$22.63,$95.15,$20.15,4,
33,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5032.50,5017.50,4/5/2024 10:20:00 AM,4/5/2024 1:35:00 PM,Entry_Short,Profit target,$75.00,$70.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.02,$102.84,$27.84,39,
34,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4952.25,4964.25,4/10/2024 10:05:00 AM,4/10/2024 1:00:00 PM,Entry_Short,Stop loss,($60.00),$10.00,$0.00,$0.00,$0.00,$0.00,$0.00,$64.74,$10.42,$70.42,35,
35,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4995.75,4983.75,4/12/2024 11:30:00 AM,4/12/2024 1:55:00 PM,Entry_Long,Stop loss,($60.00),($50.00),$0.00,$0.00,$0.00,$0.00,$0.00,$78.98,$8.86,$68.86,29,
36,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5009.50,4994.50,4/18/2024 1:40:00 PM,4/18/2024 2:30:00 PM,Entry_Short,Profit target,$75.00,$25.00,$0.00,$0.00,$0.00,$0.00,$0.00,$22.10,$104.09,$29.09,10,
37,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5008.00,5023.00,4/19/2024 2:20:00 PM,4/19/2024 5:35:00 PM,Entry_Long,Profit target,$75.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.09,$96.60,$21.60,39,
38,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5091.50,5103.50,4/23/2024 1:00:00 PM,4/23/2024 3:20:00 PM,Entry_Short,Stop loss,($60.00),$40.00,$0.00,$0.00,$0.00,$0.00,$0.00,$81.01,$5.92,$65.92,28,
39,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5070.00,5085.00,4/26/2024 2:20:00 PM,4/26/2024 3:10:00 PM,Entry_Long,Profit target,$75.00,$115.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.47,$94.88,$19.88,10,
40,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5175.50,5187.50,4/29/2024 2:15:00 PM,4/29/2024 4:25:00 PM,Entry_Short,Stop loss,($60.00),$55.00,$0.00,$0.00,$0.00,$0.00,$0.00,$73.73,$23.94,$83.94,26,
41,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5309.00,5297.00,5/1/2024 2:10:00 PM,5/1/2024 2:20:00 PM,Entry_Long,Stop loss,($60.00),($5.00),$0.00,$0.00,$0.00,$0.00,$0.00,$72.30,$27.12,$87.12,2,
42,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5203.50,5215.50,5/2/2024 11:40:00 AM,5/2/2024 1:20:00 PM,Entry_Short,Stop loss,($60.00),($65.00),$0.00,$0.00,$0.00,$0.00,$0.00,$79.98,$6.24,$66.24,20,
43,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5267.75,5252.75,5/7/2024 10:40:00 AM,5/7/2024 1:55:00 PM,Entry_Short,Profit target,$75.00,$10.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.12,$97.57,$22.57,39,
44,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5282.00,5267.00,5/14/2024 10:20:00 AM,5/14/2024 11:55:00 AM,Entry_Short,Profit target,$75.00,$85.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14.02,$99.24,$24.24,19,
45,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5320.25,5308.25,5/17/2024 12:15:00 PM,5/17/2024 2:15:00 PM,Entry_Long,Stop loss,($60.00),$25.00,$0.00,$0.00,$0.00,$0.00,$0.00,$69.08,$10.03,$70.03,24,
46,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5360.25,5375.25,5/20/2024 1:20:00 PM,5/20/2024 3:45:00 PM,Entry_Long,Profit target,$75.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.20,$82.42,$7.42,29,
47,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5268.25,5280.25,5/21/2024 1:05:00 PM,5/21/2024 1:45:00 PM,Entry_Short,Stop loss,($60.00),$40.00,$0.00,$0.00,$0.00,$0.00,$0.00,$63.66,$16.85,$76.85,8,
48,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5200.25,5185.25,5/22/2024 10:15:00 AM,5/22/2024 11:15:00 AM,Entry_Short,Profit target,$75.00,$115.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.72,$88.93,$13.93,12,
49,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5122.00,5129.30,5/24/2024 10:25:00 AM,5/24/2024 12:50:00 PM,Entry_Short,Exit on session close,($36.50),$78.50,$0.00,$0.00,$0.00,$0.00,$0.00,$49.27,$11.33,$47.83,29,
50,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5116.50,5101.50,5/29/2024 10:10:00 AM,5/29/2024 12:05:00 PM,Entry_Short,Profit target,$75.00,$153.50,$0.00,$0.00,$0.00,$0.00,$0.00,$17.59,$98.15,$23.15,23,
51,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5109.25,5097.25,6/6/2024 11:35:00 AM,6/6/2024 12:25:00 PM,Entry_Long,Stop loss,($60.00),$93.50,$0.00,$0.00,$0.00,$0.00,$0.00,$82.87,$19.08,$79.08,10,
52,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5049.00,5034.00,6/10/2024 1:55:00 PM,6/10/2024 3:00:00 PM,Entry_Short,Profit target,$75.00,$168.50,$0.00,$0.00,$0.00,$0.00,$0.00,$8.14,$79.61,$4.61,13,
53,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4992.25,4993.05,6/11/2024 11:45:00 AM,6/11/2024 1:30:00 PM,Entry_Long,Exit on session close,$4.00,$172.50,$0.00,$0.00,$0.00,$0.00,$0.00,$17.18,$5.64,$1.64,21,
54,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4907.50,4895.50,6/12/2024 10:55:00 AM,6/12/2024 11:40:00 AM,Entry_Long,Stop loss,($60.00),$112.50,$0.00,$0.00,$0.00,$0.00,$0.00,$81.67,$10.96,$70.96,9,
55,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4960.50,4972.50,6/20/2024 3:00:00 PM,6/20/2024 4:10:00 PM,Entry_Short,Stop loss,($60.00),$52.50,$0.00,$0.00,$0.00,$0.00,$0.00,$83.55,$29.49,$89.49,14,
56,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5019.50,5011.00,6/25/2024 12:50:00 PM,6/25/2024 2:10:00 PM,Entry_Long,Exit on session close,($42.50),$10.00,$0.00,$0.00,$0.00,$0.00,$0.00,$51.50,$9.45,$51.95,16,
57,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5099.25,5114.25,6/27/2024 10:15:00 AM,6/27/2024 11:05:00 AM,Entry_Long,Profit target,$75.00,$85.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.44,$100.97,$25.97,10,
58,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5083.25,5088.45,7/1/2024 1:00:00 PM,7/1/2024 3:35:00 PM,Entry_Short,Exit on session close,($26.00),$59.00,$0.00,$0.00,$0.00,$0.00,$0.00,$39.56,$11.90,$37.90,31,
59,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5107.00,5098.80,7/5/2024 1:25:00 PM,7/5/2024 2:25:00 PM,Entry_Short,Exit on session close,$41.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.99,$60.22,$19.22,12,
60,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5175.75,5187.75,7/11/2024 11:10:00 AM,7/11/2024 2:10:00 PM,Entry_Short,Stop loss,($60.00),$40.00,$0.00,$0.00,$0.00,$0.00,$0.00,$64.60,$1.13,$61.13,36,
61,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5196.50,5181.50,7/16/2024 12:35:00 PM,7/16/2024 3:50:00 PM,Entry_Short,Profit target,$75.00,$115.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.46,$89.54,$14.54,39,
62,MES 12-26,Backtest,EsempioMeanRevES,Short,1,5078.00,5066.60,7/18/2024 11:00:00 AM,7/18/2024 11:45:00 AM,Entry_Short,Exit on session close,$57.00,$172.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.85,$60.62,$3.62,9,
63,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5093.75,5108.75,7/22/2024 11:25:00 AM,7/22/2024 12:45:00 PM,Entry_Long,Profit target,$75.00,$247.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.42,$90.43,$15.43,16,
64,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4959.75,4967.85,7/23/2024 11:00:00 AM,7/23/2024 11:20:00 AM,Entry_Short,Exit on session close,($40.50),$206.50,$0.00,$0.00,$0.00,$0.00,$0.00,$40.98,$5.44,$45.94,4,
65,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5039.75,5027.75,7/24/2024 1:00:00 PM,7/24/2024 1:15:00 PM,Entry_Long,Stop loss,($60.00),$146.50,$0.00,$0.00,$0.00,$0.00,$0.00,$73.83,$26.28,$86.28,3,
66,MES 12-26,Backtest,EsempioMeanRevES,Long,1,5053.50,5068.50,7/25/2024 10:15:00 AM,7/25/2024 11:05:00 AM,Entry_Long,Profit target,$75.00,$221.50,$0.00,$0.00,$0.00,$0.00,$0.00,$2.60,$104.97,$29.97,10,
67,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4929.25,4917.25,7/31/2024 11:25:00 AM,7/31/2024 2:10:00 PM,Entry_Long,Stop loss,($60.00),$161.50,$0.00,$0.00,$0.00,$0.00,$0.00,$79.20,$26.14,$86.14,33,
68,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4896.50,4881.50,8/1/2024 2:20:00 PM,8/1/2024 5:00:00 PM,Entry_Short,Profit target,$75.00,$236.50,$0.00,$0.00,$0.00,$0.00,$0.00,$9.65,$84.39,$9.39,32,
69,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4886.00,4874.00,8/5/2024 2:00:00 PM,8/5/2024 4:55:00 PM,Entry_Long,Stop loss,($60.00),$176.50,$0.00,$0.00,$0.00,$0.00,$0.00,$80.04,$25.31,$85.31,35,
70,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4916.00,4928.00,8/6/2024 2:10:00 PM,8/6/2024 3:50:00 PM,Entry_Short,Stop loss,($60.00),$116.50,$0.00,$0.00,$0.00,$0.00,$0.00,$67.55,$29.25,$89.25,20,
71,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4855.75,4843.75,8/8/2024 2:10:00 PM,8/8/2024 3:30:00 PM,Entry_Long,Stop loss,($60.00),$56.50,$0.00,$0.00,$0.00,$0.00,$0.00,$60.83,$2.23,$62.23,16,
72,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4818.75,4812.55,8/9/2024 12:10:00 PM,8/9/2024 1:30:00 PM,Entry_Long,Exit on session close,($31.00),$25.50,$0.00,$0.00,$0.00,$0.00,$0.00,$35.84,$20.83,$51.83,16,
73,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4892.50,4907.50,8/13/2024 1:30:00 PM,8/13/2024 1:55:00 PM,Entry_Long,Profit target,$75.00,$100.50,$0.00,$0.00,$0.00,$0.00,$0.00,$19.75,$90.75,$15.75,5,
74,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4922.00,4907.00,8/14/2024 10:55:00 AM,8/14/2024 1:55:00 PM,Entry_Short,Profit target,$75.00,$175.50,$0.00,$0.00,$0.00,$0.00,$0.00,$17.89,$102.97,$27.97,36,
75,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4892.25,4899.55,8/15/2024 10:50:00 AM,8/15/2024 12:05:00 PM,Entry_Long,Exit on session close,$36.50,$212.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.76,$63.56,$27.06,15,
76,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4883.50,4898.50,8/19/2024 1:50:00 PM,8/19/2024 4:05:00 PM,Entry_Long,Profit target,$75.00,$287.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.88,$82.00,$7.00,27,
77,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4738.25,4741.25,8/20/2024 11:50:00 AM,8/20/2024 12:45:00 PM,Entry_Long,Exit on session close,$15.00,$302.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.35,$36.58,$21.58,11,
78,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4778.50,4768.70,8/27/2024 12:25:00 PM,8/27/2024 2:25:00 PM,Entry_Short,Exit on session close,$49.00,$351.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8.14,$71.69,$22.69,24,
79,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4875.50,4863.50,9/2/2024 2:35:00 PM,9/2/2024 3:45:00 PM,Entry_Long,Stop loss,($60.00),$291.00,$0.00,$0.00,$0.00,$0.00,$0.00,$70.99,$26.48,$86.48,14,
80,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4848.75,4833.75,9/3/2024 10:10:00 AM,9/3/2024 10:35:00 AM,Entry_Short,Profit target,$75.00,$366.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.37,$91.73,$16.73,5,
81,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4823.25,4838.25,9/4/2024 12:45:00 PM,9/4/2024 1:30:00 PM,Entry_Long,Profit target,$75.00,$441.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.59,$82.46,$7.46,9,
82,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4788.25,4776.25,9/6/2024 11:35:00 AM,9/6/2024 1:10:00 PM,Entry_Long,Stop loss,($60.00),$381.00,$0.00,$0.00,$0.00,$0.00,$0.00,$81.81,$7.10,$67.10,19,
83,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4854.25,4866.25,9/12/2024 11:00:00 AM,9/12/2024 2:20:00 PM,Entry_Short,Stop loss,($60.00),$321.00,$0.00,$0.00,$0.00,$0.00,$0.00,$77.14,$18.71,$78.71,40,
84,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4779.25,4767.25,9/13/2024 2:35:00 PM,9/13/2024 3:40:00 PM,Entry_Long,Stop loss,($60.00),$261.00,$0.00,$0.00,$0.00,$0.00,$0.00,$74.21,$24.10,$84.10,13,
85,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4839.50,4854.50,9/18/2024 2:35:00 PM,9/18/2024 3:40:00 PM,Entry_Long,Profit target,$75.00,$336.00,$0.00,$0.00,$0.00,$0.00,$0.00,$23.98,$96.84,$21.84,13,
86,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4743.50,4755.50,9/23/2024 12:00:00 PM,9/23/2024 1:30:00 PM,Entry_Short,Stop loss,($60.00),$276.00,$0.00,$0.00,$0.00,$0.00,$0.00,$76.62,$4.51,$64.51,18,
87,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4824.75,4839.75,9/24/2024 11:40:00 AM,9/24/2024 1:50:00 PM,Entry_Long,Profit target,$75.00,$351.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.96,$79.25,$4.25,26,
88,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4819.50,4804.50,9/27/2024 3:00:00 PM,9/27/2024 4:00:00 PM,Entry_Short,Profit target,$75.00,$426.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.55,$82.10,$7.10,12,
89,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4829.75,4844.75,9/30/2024 1:20:00 PM,9/30/2024 4:35:00 PM,Entry_Long,Profit target,$75.00,$501.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.96,$82.03,$7.03,39,
90,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4825.75,4813.75,10/1/2024 2:30:00 PM,10/1/2024 4:50:00 PM,Entry_Long,Stop loss,($60.00),$441.00,$0.00,$0.00,$0.00,$0.00,$0.00,$80.83,$19.99,$79.99,28,
91,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4855.25,4843.25,10/2/2024 10:20:00 AM,10/2/2024 10:55:00 AM,Entry_Long,Stop loss,($60.00),$381.00,$0.00,$0.00,$0.00,$0.00,$0.00,$63.45,$2.21,$62.21,7,
92,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4840.00,4852.00,10/4/2024 3:00:00 PM,10/4/2024 3:15:00 PM,Entry_Short,Stop loss,($60.00),$321.00,$0.00,$0.00,$0.00,$0.00,$0.00,$82.30,$21.60,$81.60,3,
93,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4836.00,4824.00,10/7/2024 1:05:00 PM,10/7/2024 3:05:00 PM,Entry_Long,Stop loss,($60.00),$261.00,$0.00,$0.00,$0.00,$0.00,$0.00,$67.82,$29.94,$89.94,24,
94,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4781.25,4796.25,10/9/2024 1:05:00 PM,10/9/2024 1:15:00 PM,Entry_Long,Profit target,$75.00,$336.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.54,$96.35,$21.35,2,
95,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4867.50,4855.50,10/11/2024 1:25:00 PM,10/11/2024 2:10:00 PM,Entry_Long,Stop loss,($60.00),$276.00,$0.00,$0.00,$0.00,$0.00,$0.00,$70.69,$26.00,$86.00,9,
96,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4820.50,4805.50,10/15/2024 12:15:00 PM,10/15/2024 1:55:00 PM,Entry_Short,Profit target,$75.00,$351.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.67,$81.62,$6.62,20,
97,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4751.75,4766.75,10/16/2024 10:15:00 AM,10/16/2024 1:15:00 PM,Entry_Long,Profit target,$75.00,$426.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.95,$81.03,$6.03,36,
98,MES 12-26,Backtest,EsempioMeanRevES,Long,1,4759.75,4747.75,10/17/2024 11:20:00 AM,10/17/2024 12:50:00 PM,Entry_Long,Stop loss,($60.00),$366.00,$0.00,$0.00,$0.00,$0.00,$0.00,$61.46,$0.41,$60.41,18,
99,MES 12-26,Backtest,EsempioMeanRevES,Short,1,4823.00,4808.00,10/18/2024 2:45:00 PM,10/18/2024 5:30:00 PM,Entry_Short,Profit target,$75.00,$441.00,$0.00,$0.00,$0.00,$0.00,$0.00,$23.35,$95.36,$20.36,33,
