Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
38,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17920.25,17968.75,3/25/2024 11:10:00 AM,3/25/2024 2:10:00 PM,Entry_Short,Exit on session close,($97.00),$1020.50,$0.00,$0.00,$0.00,$0.00,$0.00,$154.46,$0.63,$97.63,36,
39,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18139.25,18189.25,3/26/2024 9:45:00 AM,3/26/2024 12:15:00 PM,Entry_Long,Profit target,$100.00,$1120.50,$0.00,$0.00,$0.00,$0.00,$0.00,$22.02,$136.79,$36.79,30,
40,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18231.25,18131.25,3/27/2024 9:45:00 AM,3/27/2024 10:50:00 AM,Entry_Long,Stop loss,($200.00),$920.50,$0.00,$0.00,$0.00,$0.00,$0.00,$273.28,$18.82,$218.82,13,
41,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,18668.00,18618.00,4/1/2024 1:10:00 PM,4/1/2024 3:40:00 PM,Entry_Short,Profit target,$100.00,$1020.50,$0.00,$0.00,$0.00,$0.00,$0.00,$75.93,$103.44,$3.44,30,
42,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,18722.50,18672.50,4/2/2024 1:25:00 PM,4/2/2024 4:30:00 PM,Entry_Short,Profit target,$100.00,$1120.50,$0.00,$0.00,$0.00,$0.00,$0.00,$67.49,$122.40,$22.40,37,
43,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18998.50,19048.50,4/3/2024 11:35:00 AM,4/3/2024 12:50:00 PM,Entry_Long,Profit target,$100.00,$1220.50,$0.00,$0.00,$0.00,$0.00,$0.00,$43.58,$110.92,$10.92,15,
44,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18769.50,18819.50,4/4/2024 9:35:00 AM,4/4/2024 12:55:00 PM,Entry_Long,Profit target,$100.00,$1320.50,$0.00,$0.00,$0.00,$0.00,$0.00,$3.52,$136.69,$36.69,40,
45,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18778.50,18678.50,4/5/2024 12:35:00 PM,4/5/2024 1:20:00 PM,Entry_Long,Stop loss,($200.00),$1120.50,$0.00,$0.00,$0.00,$0.00,$0.00,$205.27,$21.55,$221.55,9,
46,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18300.00,18350.00,4/9/2024 12:05:00 PM,4/9/2024 2:50:00 PM,Entry_Long,Profit target,$100.00,$1220.50,$0.00,$0.00,$0.00,$0.00,$0.00,$65.26,$136.02,$36.02,33,
47,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18589.50,18639.50,4/10/2024 11:15:00 AM,4/10/2024 11:55:00 AM,Entry_Long,Profit target,$100.00,$1320.50,$0.00,$0.00,$0.00,$0.00,$0.00,$74.02,$105.18,$5.18,8,
48,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,18604.00,18554.00,4/11/2024 10:45:00 AM,4/11/2024 10:55:00 AM,Entry_Short,Profit target,$100.00,$1420.50,$0.00,$0.00,$0.00,$0.00,$0.00,$28.43,$124.79,$24.79,2,
49,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18562.25,18612.25,4/12/2024 1:25:00 PM,4/12/2024 4:40:00 PM,Entry_Long,Profit target,$100.00,$1520.50,$0.00,$0.00,$0.00,$0.00,$0.00,$20.04,$107.91,$7.91,39,
50,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,18333.50,18283.50,4/15/2024 11:45:00 AM,4/15/2024 2:40:00 PM,Entry_Short,Profit target,$100.00,$1620.50,$0.00,$0.00,$0.00,$0.00,$0.00,$69.11,$121.36,$21.36,35,
51,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,18294.25,18394.25,4/16/2024 10:40:00 AM,4/16/2024 1:40:00 PM,Entry_Short,Stop loss,($200.00),$1420.50,$0.00,$0.00,$0.00,$0.00,$0.00,$218.61,$29.63,$229.63,36,
52,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,18475.75,18502.25,4/17/2024 11:15:00 AM,4/17/2024 12:25:00 PM,Entry_Long,Exit on session close,$53.00,$1473.50,$0.00,$0.00,$0.00,$0.00,$0.00,$10.71,$62.57,$9.57,14,
53,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,18036.75,17986.75,4/19/2024 10:05:00 AM,4/19/2024 12:30:00 PM,Entry_Short,Profit target,$100.00,$1573.50,$0.00,$0.00,$0.00,$0.00,$0.00,$63.19,$105.04,$5.04,29,
54,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17772.75,17736.50,4/22/2024 10:35:00 AM,4/22/2024 1:45:00 PM,Entry_Short,Exit on session close,$72.50,$1646.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.23,$92.73,$20.23,38,
55,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17964.00,17914.00,4/24/2024 1:10:00 PM,4/24/2024 2:20:00 PM,Entry_Short,Profit target,$100.00,$1746.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.94,$130.48,$30.48,14,
56,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17615.25,17665.25,4/25/2024 10:35:00 AM,4/25/2024 11:40:00 AM,Entry_Long,Profit target,$100.00,$1846.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.64,$111.32,$11.32,13,
57,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17320.75,17370.75,4/30/2024 1:10:00 PM,4/30/2024 3:45:00 PM,Entry_Long,Profit target,$100.00,$1946.00,$0.00,$0.00,$0.00,$0.00,$0.00,$31.27,$117.06,$17.06,31,
58,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17238.75,17188.75,5/1/2024 12:55:00 PM,5/1/2024 1:15:00 PM,Entry_Short,Profit target,$100.00,$2046.00,$0.00,$0.00,$0.00,$0.00,$0.00,$36.32,$129.57,$29.57,4,
59,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17356.50,17406.50,5/2/2024 10:35:00 AM,5/2/2024 1:55:00 PM,Entry_Long,Profit target,$100.00,$2146.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.23,$135.73,$35.73,40,
60,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17465.50,17482.00,5/7/2024 12:45:00 PM,5/7/2024 1:55:00 PM,Entry_Long,Exit on session close,$33.00,$2179.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.66,$69.45,$36.45,14,
61,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,17160.50,17260.50,5/13/2024 11:20:00 AM,5/13/2024 2:20:00 PM,Entry_Short,Stop loss,($200.00),$1979.00,$0.00,$0.00,$0.00,$0.00,$0.00,$261.22,$16.23,$216.23,36,
62,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17152.25,17202.25,5/14/2024 12:05:00 PM,5/14/2024 12:45:00 PM,Entry_Long,Profit target,$100.00,$2079.00,$0.00,$0.00,$0.00,$0.00,$0.00,$51.10,$124.96,$24.96,8,
63,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,17079.75,17129.75,5/15/2024 1:05:00 PM,5/15/2024 2:50:00 PM,Entry_Long,Profit target,$100.00,$2179.00,$0.00,$0.00,$0.00,$0.00,$0.00,$45.57,$121.32,$21.32,21,
64,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16413.00,16363.00,5/22/2024 12:50:00 PM,5/22/2024 1:30:00 PM,Entry_Short,Profit target,$100.00,$2279.00,$0.00,$0.00,$0.00,$0.00,$0.00,$32.12,$102.02,$2.02,8,
65,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16954.75,17004.75,5/23/2024 11:35:00 AM,5/23/2024 11:45:00 AM,Entry_Long,Profit target,$100.00,$2379.00,$0.00,$0.00,$0.00,$0.00,$0.00,$72.45,$122.00,$22.00,2,
66,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16428.75,16395.00,5/30/2024 12:45:00 PM,5/30/2024 1:05:00 PM,Entry_Long,Exit on session close,($67.50),$2311.50,$0.00,$0.00,$0.00,$0.00,$0.00,$145.11,$34.23,$101.73,4,
67,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16408.50,16458.50,5/31/2024 12:45:00 PM,5/31/2024 1:10:00 PM,Entry_Long,Profit target,$100.00,$2411.50,$0.00,$0.00,$0.00,$0.00,$0.00,$22.75,$115.94,$15.94,5,
68,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16320.75,16420.75,6/3/2024 11:00:00 AM,6/3/2024 2:05:00 PM,Entry_Short,Stop loss,($200.00),$2211.50,$0.00,$0.00,$0.00,$0.00,$0.00,$259.82,$1.07,$201.07,37,
69,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16548.25,16598.25,6/7/2024 1:10:00 PM,6/7/2024 3:20:00 PM,Entry_Long,Profit target,$100.00,$2311.50,$0.00,$0.00,$0.00,$0.00,$0.00,$31.82,$123.27,$23.27,26,
70,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16524.00,16424.00,6/11/2024 1:25:00 PM,6/11/2024 4:05:00 PM,Entry_Long,Stop loss,($200.00),$2111.50,$0.00,$0.00,$0.00,$0.00,$0.00,$203.63,$3.94,$203.94,32,
71,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16357.50,16307.50,6/14/2024 10:50:00 AM,6/14/2024 2:10:00 PM,Entry_Short,Profit target,$100.00,$2211.50,$0.00,$0.00,$0.00,$0.00,$0.00,$33.37,$104.72,$4.72,40,
72,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16481.00,16531.00,6/17/2024 11:30:00 AM,6/17/2024 2:00:00 PM,Entry_Long,Profit target,$100.00,$2311.50,$0.00,$0.00,$0.00,$0.00,$0.00,$48.08,$125.58,$25.58,30,
73,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16343.50,16293.50,6/19/2024 1:30:00 PM,6/19/2024 4:25:00 PM,Entry_Short,Profit target,$100.00,$2411.50,$0.00,$0.00,$0.00,$0.00,$0.00,$23.21,$105.15,$5.15,35,
74,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16118.25,16168.25,6/20/2024 12:15:00 PM,6/20/2024 2:15:00 PM,Entry_Long,Profit target,$100.00,$2511.50,$0.00,$0.00,$0.00,$0.00,$0.00,$58.01,$127.96,$27.96,24,
75,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16150.00,16200.00,6/21/2024 11:00:00 AM,6/21/2024 12:25:00 PM,Entry_Long,Profit target,$100.00,$2611.50,$0.00,$0.00,$0.00,$0.00,$0.00,$78.38,$136.63,$36.63,17,
76,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16194.75,16244.75,6/24/2024 11:00:00 AM,6/24/2024 12:30:00 PM,Entry_Long,Profit target,$100.00,$2711.50,$0.00,$0.00,$0.00,$0.00,$0.00,$8.20,$121.67,$21.67,18,
77,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16161.50,16211.50,6/25/2024 10:00:00 AM,6/25/2024 11:00:00 AM,Entry_Long,Profit target,$100.00,$2811.50,$0.00,$0.00,$0.00,$0.00,$0.00,$29.85,$119.14,$19.14,12,
78,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16210.00,16160.00,6/28/2024 10:10:00 AM,6/28/2024 12:40:00 PM,Entry_Short,Profit target,$100.00,$2911.50,$0.00,$0.00,$0.00,$0.00,$0.00,$61.50,$108.53,$8.53,30,
79,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16388.00,16338.00,7/1/2024 10:55:00 AM,7/1/2024 1:05:00 PM,Entry_Short,Profit target,$100.00,$3011.50,$0.00,$0.00,$0.00,$0.00,$0.00,$52.29,$139.57,$39.57,26,
80,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16279.75,16209.25,7/4/2024 11:30:00 AM,7/4/2024 2:45:00 PM,Entry_Long,Exit on session close,($141.00),$2870.50,$0.00,$0.00,$0.00,$0.00,$0.00,$147.64,$22.57,$163.57,39,
81,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16503.75,16403.75,7/5/2024 1:10:00 PM,7/5/2024 3:45:00 PM,Entry_Long,Stop loss,($200.00),$2670.50,$0.00,$0.00,$0.00,$0.00,$0.00,$206.09,$8.53,$208.53,31,
82,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16466.00,16516.00,7/8/2024 1:25:00 PM,7/8/2024 3:15:00 PM,Entry_Long,Profit target,$100.00,$2770.50,$0.00,$0.00,$0.00,$0.00,$0.00,$28.62,$129.04,$29.04,22,
83,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16401.50,16351.50,7/9/2024 10:10:00 AM,7/9/2024 12:00:00 PM,Entry_Short,Profit target,$100.00,$2870.50,$0.00,$0.00,$0.00,$0.00,$0.00,$73.48,$137.60,$37.60,22,
84,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16587.00,16614.25,7/11/2024 11:15:00 AM,7/11/2024 12:35:00 PM,Entry_Long,Exit on session close,$54.50,$2925.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.86,$68.97,$14.47,16,
85,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16481.50,16381.50,7/12/2024 11:30:00 AM,7/12/2024 1:45:00 PM,Entry_Long,Stop loss,($200.00),$2725.00,$0.00,$0.00,$0.00,$0.00,$0.00,$259.11,$14.73,$214.73,27,
86,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16397.75,16347.75,7/16/2024 10:00:00 AM,7/16/2024 12:35:00 PM,Entry_Short,Profit target,$100.00,$2825.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.78,$120.63,$20.63,31,
87,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16475.50,16425.50,7/17/2024 12:35:00 PM,7/17/2024 2:15:00 PM,Entry_Short,Profit target,$100.00,$2925.00,$0.00,$0.00,$0.00,$0.00,$0.00,$64.35,$102.56,$2.56,20,
88,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16147.00,16216.75,7/18/2024 10:00:00 AM,7/18/2024 11:35:00 AM,Entry_Short,Exit on session close,($139.50),$2785.50,$0.00,$0.00,$0.00,$0.00,$0.00,$190.23,$5.76,$145.26,19,
89,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16053.00,16003.00,7/23/2024 10:45:00 AM,7/23/2024 1:30:00 PM,Entry_Short,Profit target,$100.00,$2885.50,$0.00,$0.00,$0.00,$0.00,$0.00,$61.18,$115.78,$15.78,33,
90,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15792.50,15823.25,7/25/2024 12:25:00 PM,7/25/2024 12:55:00 PM,Entry_Short,Exit on session close,($61.50),$2824.00,$0.00,$0.00,$0.00,$0.00,$0.00,$127.60,$26.67,$88.17,6,
91,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,16221.25,16171.25,8/5/2024 1:20:00 PM,8/5/2024 1:30:00 PM,Entry_Short,Profit target,$100.00,$2924.00,$0.00,$0.00,$0.00,$0.00,$0.00,$33.64,$105.85,$5.85,2,
92,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,16193.25,16243.25,8/6/2024 10:25:00 AM,8/6/2024 12:15:00 PM,Entry_Long,Profit target,$100.00,$3024.00,$0.00,$0.00,$0.00,$0.00,$0.00,$23.36,$138.79,$38.79,22,
93,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15602.50,15652.50,8/7/2024 11:10:00 AM,8/7/2024 11:55:00 AM,Entry_Long,Profit target,$100.00,$3124.00,$0.00,$0.00,$0.00,$0.00,$0.00,$73.58,$136.49,$36.49,9,
94,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15607.75,15657.75,8/8/2024 9:45:00 AM,8/8/2024 11:35:00 AM,Entry_Long,Profit target,$100.00,$3224.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.39,$109.42,$9.42,22,
95,MNQ 12-26,Backtest,EsempioBreakoutNQ,Long,1,15577.50,15610.00,8/13/2024 10:30:00 AM,8/13/2024 12:05:00 PM,Entry_Long,Exit on session close,$65.00,$3289.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.14,$102.68,$37.68,19,
96,MNQ 12-26,Backtest,EsempioBreakoutNQ,Short,1,15234.25,15334.25,8/14/2024 11:40:00 AM,8/14/2024 1:35:00 PM,Entry_Short,Stop loss,($200.00),$3089.00,$0.00,$0.00,$0.00,$0.00,$0.00,$207.39,$34.50,$234.50,23,
